qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe  2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,C Trumpet 1,C Trumpet 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
836.0,178.8721,89,3.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
837.0,179.0572,90,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,r,r,r
838.0,179.2424,90,2.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
839.0,179.4276,90,3.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
840.0,179.6128,91,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,r,r,r
841.0,179.798,91,2.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
842.0,179.9832,91,3.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
843.0,180.1684,92,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,r,r,r
844.0,180.3535,92,2.0,r,r,A5,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
845.0,180.5387,92,3.0,r,r,C6,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
846.0,180.7239,93,1.0,r,r,C6,r,r,r,r,r,r,r,r,r,C5,A4,r,r,r
847.0,180.9091,93,2.0,r,r,A5,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
848.0,181.0943,93,3.0,r,r,F5,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
849.0,181.2795,94,1.0,r,r,F5,r,r,r,r,r,r,r,r,r,C5,B-4,r,r,r
850.0,181.4646,94,2.0,r,r,E5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
850.5,181.5572,94,2.5,r,r,F5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
851.0,181.6498,94,3.0,r,r,G5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
852.0,181.835,95,1.0,r,r,G5,r,r,r,r,r,r,r,r,r,C5,B-4,r,r,r
853.0,182.0202,95,2.0,r,r,F5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
854.0,182.2054,95,3.0,r,r,G5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
855.0,182.3906,96,1.0,r,r,A5,r,r,r,r,F3,r,r,r,r,C5,A4,r,r,r
856.0,182.5758,96,2.0,r,r,G5,r,r,r,r,F3,r,r,r,r,A4,F4,r,r,r
857.0,182.7609,96,3.0,r,r,F5,r,r,r,r,F3,r,r,r,r,A4,F4,r,r,r
858.0,182.9461,97,1.0,r,r,G5,r,r,r,r,C3,r,r,r,r,C5,G4,r,r,r
859.0,183.1313,97,2.0,r,r,A5,r,r,r,r,C3,r,r,r,r,G4,E4,r,r,r
860.0,183.3165,97,3.0,r,r,B-5,r,r,r,r,C3,r,r,r,r,G4,E4,r,r,r
861.0,183.5017,98,1.0,r,r,A5,r,r,r,r,F2,r,r,r,r,C5,A4,r,r,r
862.0,183.6869,98,2.0,r,r,B-5,r,r,r,r,F2,r,r,r,r,A4,F4,r,r,r
863.0,183.8721,98,3.0,r,r,C6,r,r,r,r,F2,r,r,r,r,A4,F4,r,r,r
864.0,184.0572,99,1.0,r,r,C6,r,r,r,r,r,r,r,r,r,C5,A4,r,r,r
865.0,184.2424,99,2.0,r,r,C6,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
866.0,184.4276,99,3.0,r,r,C6,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
867.0,184.6128,100,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,r,r,r
868.0,184.798,100,2.0,r,r,A5,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
869.0,184.9832,100,3.0,r,r,C6,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
870.0,185.1684,101,1.0,r,r,C6,r,r,r,r,r,r,r,r,r,C5,A4,r,r,r
871.0,185.3535,101,2.0,r,r,A5,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
872.0,185.5387,101,3.0,r,r,F5,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
873.0,185.7239,102,1.0,r,r,F5,r,r,r,r,r,r,r,r,r,C5,B-4,r,r,r
874.0,185.9091,102,2.0,r,r,E5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
874.5,186.0017,102,2.5,r,r,F5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
875.0,186.0943,102,3.0,r,r,G5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
876.0,186.2795,103,1.0,r,r,G5,r,r,r,r,r,r,r,r,r,C5,B-4,r,r,r
877.0,186.4646,103,2.0,r,r,A5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
878.0,186.6498,103,3.0,r,r,B-5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
879.0,186.835,104,1.0,r,r,C6,r,r,r,r,F3,r,r,r,r,C5,A4,r,r,r
880.0,187.0202,104,2.0,r,r,B-5,r,r,r,r,F3,r,r,r,r,A4,F4,r,r,r
881.0,187.2054,104,3.0,r,r,A5,r,r,r,r,F3,r,r,r,r,A4,F4,r,r,r
882.0,187.3906,105,1.0,r,r,G5,r,r,r,r,C3,r,r,r,r,C5,B-4,r,r,r
883.0,187.5758,105,2.0,r,r,G5,r,r,r,r,C3,r,r,r,r,G4,E4,r,r,r
884.0,187.7609,105,3.0,r,r,A5,r,r,r,r,C3,r,r,r,r,G4,E4,r,r,r
885.0,187.9461,106,1.0,r,r,B-5,r,r,r,r,C3,r,r,r,r,C5,G4,r,r,r
886.0,188.1313,106,2.0,r,r,G5,r,r,r,r,C3,r,r,r,r,G4,E4,r,r,r
887.0,188.3165,106,3.0,r,r,A5,r,r,r,r,C3,r,r,r,r,G4,E4,r,r,r
888.0,188.5017,107,1.0,r,r,F5,r,r,r,r,F2,r,r,r,r,C5,A4,r,r,r
889.0,188.6869,107,2.0,r,r,r,r,r,r,r,F2,r,r,r,r,A4,F4,r,r,r
890.0,188.8721,107,3.0,r,r,r,r,r,r,r,F2,r,r,r,r,A4,F4,r,r,r
891.0,189.0572,108,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,r,r,r
892.0,189.2424,108,2.0,r,r,A5,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
893.0,189.4276,108,3.0,r,r,C6,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
894.0,189.6128,109,1.0,r,r,C6,r,r,r,r,r,r,r,r,r,C5,A4,r,r,r
895.0,189.798,109,2.0,r,r,A5,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
896.0,189.9832,109,3.0,r,r,F5,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
897.0,190.1684,110,1.0,r,r,F5,r,r,r,r,r,r,r,r,r,C5,B-4,r,r,r
898.0,190.3535,110,2.0,r,r,E5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
898.5,190.4461,110,2.5,r,r,F5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
899.0,190.5387,110,3.0,r,r,G5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
900.0,190.7239,111,1.0,r,r,G5,r,r,r,r,r,r,r,r,r,C5,B-4,r,r,r
901.0,190.9091,111,2.0,r,r,F5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
902.0,191.0943,111,3.0,r,r,G5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
903.0,191.2795,112,1.0,r,r,A5,r,r,r,r,F3,r,r,r,r,C5,A4,r,r,r
904.0,191.4646,112,2.0,r,r,G5,r,r,r,r,F3,r,r,r,r,A4,F4,r,r,r
905.0,191.6498,112,3.0,r,r,F5,r,r,r,r,F3,r,r,r,r,A4,F4,r,r,r
906.0,191.835,113,1.0,r,r,G5,r,r,r,r,C3,r,r,r,r,C5,G4,r,r,r
907.0,192.0202,113,2.0,r,r,A5,r,r,r,r,C3,r,r,r,r,G4,E4,r,r,r
908.0,192.2054,113,3.0,r,r,B-5,r,r,r,r,C3,r,r,r,r,G4,E4,r,r,r
909.0,192.3906,114,1.0,r,r,A5,r,r,r,r,F2,r,r,r,r,C5,A4,r,r,r
910.0,192.5758,114,2.0,r,r,B-5,r,r,r,r,F2,r,r,r,r,A4,F4,r,r,r
911.0,192.7609,114,3.0,r,r,C6,r,r,r,r,F2,r,r,r,r,A4,F4,r,r,r
912.0,192.9461,115,1.0,r,r,C6,r,A5,r,r,r,r,r,r,r,C5,A4,r,r,r
913.0,193.1313,115,2.0,r,r,C6,r,B-5,r,r,r,r,r,r,r,A4,F4,r,r,r
914.0,193.3165,115,3.0,r,r,C6,r,C6,r,r,r,r,r,r,r,A4,F4,r,r,r
915.0,193.5017,116,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,r,r,r
916.0,193.6869,116,2.0,r,r,A5,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
917.0,193.8721,116,3.0,r,r,C6,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
918.0,194.0572,117,1.0,r,r,C6,r,r,r,r,r,r,r,r,r,C5,A4,r,r,r
919.0,194.2424,117,2.0,r,r,A5,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
920.0,194.4276,117,3.0,r,r,F5,r,r,r,r,r,r,r,r,r,A4,F4,r,r,r
921.0,194.6128,118,1.0,r,r,F5,r,r,r,r,r,r,r,r,r,C5,B-4,r,r,r
922.0,194.798,118,2.0,r,r,E5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
922.5,194.8906,118,2.5,r,r,F5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
923.0,194.9832,118,3.0,r,r,G5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
924.0,195.1684,119,1.0,r,r,G5,r,r,r,r,r,r,r,r,r,C5,B-4,r,r,r
925.0,195.3535,119,2.0,r,r,A5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
926.0,195.5387,119,3.0,r,r,B-5,r,r,r,r,r,r,r,r,r,B-4,F4,r,r,r
927.0,195.7239,120,1.0,r,r,C6,r,r,r,r,F3,r,r,r,r,C5,A4,r,r,r
928.0,195.9091,120,2.0,r,r,B-5,r,r,r,r,F3,r,r,r,r,A4,F4,r,r,r
929.0,196.0943,120,3.0,r,r,A5,r,r,r,r,F3,r,r,r,r,A4,F4,r,r,r
930.0,196.2795,121,1.0,r,r,G5,r,r,r,r,C3,r,r,r,r,C5,B-4,r,r,r
931.0,196.4646,121,2.0,r,r,G5,r,r,r,r,C3,r,r,r,r,G4,E4,r,r,r
932.0,196.6498,121,3.0,r,r,A5,r,r,r,r,C3,r,r,r,r,G4,E4,r,r,r
933.0,196.835,122,1.0,r,r,B-5,r,r,r,r,C3,r,r,r,r,C5,G4,r,r,r
934.0,197.0202,122,2.0,r,r,G5,r,r,r,r,C3,r,r,r,r,G4,E4,r,r,r
935.0,197.2054,122,3.0,r,r,A5,r,r,r,r,C3,r,r,r,r,G4,E4,r,r,r
936.0,197.3906,123,1.0,r,r,F5,r,B-5,r,r,F2,r,r,r,r,C5,A4,r,r,r
937.0,197.5758,123,2.0,r,r,r,r,A5,r,r,F2,r,r,r,r,A4,F4,r,r,r
938.0,197.7609,123,3.0,r,r,r,r,F5,r,r,F2,r,r,r,r,A4,F4,r,r,r
939.0,197.9461,124,1.0,r,r,r,r,G5,r,G4,E4,r,r,r,r,r,r,r,r,r
940.0,198.1313,124,2.0,r,r,r,r,C5,r,E4,C4,r,r,r,r,r,r,r,r,r
941.0,198.3165,124,3.0,r,r,r,r,E5,r,E4,C4,r,r,r,r,r,r,r,r,r
942.0,198.5017,125,1.0,r,r,r,r,E5,r,G4,E4,r,r,r,r,r,r,r,r,r
943.0,198.6869,125,2.0,r,r,r,r,C5,r,E4,C4,r,r,r,r,r,r,r,r,r
944.0,198.8721,125,3.0,r,r,r,r,G4,r,E4,C4,r,r,r,r,r,r,r,r,r
945.0,199.0572,126,1.0,r,r,r,r,G4,r,G4,F4,r,r,r,r,r,r,r,r,r
946.0,199.2424,126,2.0,r,r,r,r,B4,r,F4,C4,r,r,r,r,r,r,r,r,r
946.5,199.335,126,2.5,r,r,r,r,C5,r,F4,C4,r,r,r,r,r,r,r,r,r
947.0,199.4276,126,3.0,r,r,r,r,D5,r,F4,C4,r,r,r,r,r,r,r,r,r
948.0,199.6128,127,1.0,r,r,r,r,D5,r,G4,F4,r,r,r,r,r,r,r,r,r
949.0,199.798,127,2.0,r,r,r,r,C5,r,F4,C4,r,r,r,r,r,r,r,r,r
950.0,199.9832,127,3.0,r,r,r,r,D5,r,F4,C4,r,r,r,r,r,r,r,r,r
951.0,200.1684,128,1.0,r,r,r,r,E5,r,G4,E4,r,r,r,r,r,r,C4,r,r
952.0,200.3535,128,2.0,r,r,r,r,D5,r,E4,C4,r,r,r,r,r,r,C4,r,r
953.0,200.5387,128,3.0,r,r,r,r,C5,r,E4,C4,r,r,r,r,r,r,C4,r,r
954.0,200.7239,129,1.0,r,r,r,r,D5,r,G4,F4,r,r,r,r,r,r,G3,G3,r
955.0,200.9091,129,2.0,r,r,r,r,E5,r,D4,B3,r,r,r,r,r,r,G3,G3,r
956.0,201.0943,129,3.0,r,r,r,r,F5,r,D4,B3,r,r,r,r,r,r,G3,G3,r
957.0,201.2795,130,1.0,r,r,r,r,E5,r,G4,E4,r,r,r,r,r,r,C3,C3,r
958.0,201.4646,130,2.0,r,r,r,r,F5,r,E4,C4,r,r,r,r,r,r,C3,C3,r
959.0,201.6498,130,3.0,r,r,r,r,G5,r,E4,C4,r,r,r,r,r,r,C3,C3,r
960.0,201.835,131,1.0,r,r,r,r,G5,r,G4,E4,r,r,r,r,r,r,r,G2,r
961.0,202.0202,131,2.0,r,r,r,r,G5,r,E4,C4,r,r,r,r,r,r,r,G2,r
962.0,202.2054,131,3.0,r,r,r,r,G5,r,E4,C4,r,r,r,r,r,r,r,G2,r
963.0,202.3906,132,1.0,r,r,r,r,G5,r,G4,E4,r,C4,r,r,C5,G4,r,C2,r
963.5,202.4832,132,1.5,r,r,r,r,B-5,r,G4,E4,r,C4,r,r,C5,G4,r,C2,r
964.0,202.5758,132,2.0,r,r,r,r,G5,r,E4,C4,r,C4,r,r,G4,E4,r,C2,r
964.5,202.6684,132,2.5,r,r,r,r,E5,r,E4,C4,r,C4,r,r,G4,E4,r,C2,r
965.0,202.7609,132,3.0,r,r,r,r,C5,r,E4,C4,r,C4,r,r,G4,E4,r,C2,r
965.5,202.8535,132,3.5,r,r,r,r,B-4,r,E4,C4,r,C4,r,r,G4,E4,r,C2,r
966.0,202.9461,133,1.0,r,r,r,r,G4,r,G4,E4,B-4,C3,r,r,C5,G4,C4,C3,r
966.5,203.0387,133,1.5,r,r,r,r,E4,r,G4,E4,B-4,C3,r,r,C5,G4,C4,C3,r
967.0,203.1313,133,2.0,r,r,r,r,C4,r,G3,C3,G4,C3,r,r,G4,E4,G3,C3,r
967.5,203.2239,133,2.5,r,r,r,r,B-3,r,G3,C3,G4,C3,r,r,G4,E4,G3,C3,r
968.0,203.3165,133,3.0,r,r,r,r,G3,r,G3,C3,G4,C3,r,r,G4,E4,G3,C3,r
968.5,203.4091,133,3.5,r,r,r,r,E3,r,G3,C3,G4,C3,r,r,G4,E4,G3,C3,r
969.0,203.5017,134,1.0,r,r,r,r,F3,r,A3,F3,A4,F3,r,r,C5,A4,C4,F2,r
970.0,203.6869,134,2.0,r,r,r,r,r,r,r,r,A4,r,r,r,A4,F4,A3,r,r
971.0,203.8721,134,3.0,r,r,r,r,r,r,r,r,C5,r,r,r,A4,F4,A3,r,r
972.0,204.0572,135,1.0,r,r,r,r,r,r,r,r,C5,r,r,r,C5,A4,C4,r,r
973.0,204.2424,135,2.0,r,r,r,r,r,r,r,r,A4,r,r,r,A4,F4,A3,r,r
974.0,204.4276,135,3.0,r,r,r,r,r,r,r,r,F4,r,r,r,A4,F4,A3,r,r
975.0,204.6128,136,1.0,r,r,r,r,r,r,r,r,F4,r,r,r,C5,B-4,C4,r,r
976.0,204.798,136,2.0,r,r,r,r,r,r,r,r,C4,r,r,r,B-4,F4,B-3,r,r
977.0,204.9832,136,3.0,r,r,r,r,r,r,r,r,G4,r,r,r,B-4,F4,B-3,r,r
978.0,205.1684,137,1.0,r,r,r,r,r,r,r,r,G4,r,r,r,C5,B-4,C4,r,r
979.0,205.3535,137,2.0,r,r,r,r,r,r,r,r,F4,r,r,r,B-4,F4,B-3,r,r
980.0,205.5387,137,3.0,r,r,r,r,r,r,r,r,G4,r,r,r,B-4,F4,B-3,r,r
981.0,205.7239,138,1.0,r,r,r,r,r,r,r,F3,A4,r,r,r,C5,A4,C4,r,r
982.0,205.9091,138,2.0,r,r,r,r,r,r,r,F3,G4,r,r,r,A4,F4,A3,r,r
983.0,206.0943,138,3.0,r,r,r,r,r,r,r,F3,F4,r,r,r,A4,F4,A3,r,r
984.0,206.2795,139,1.0,r,r,r,r,r,r,r,C3,G4,r,r,r,C5,G4,C4,r,r
985.0,206.4646,139,2.0,r,r,r,r,r,r,r,C3,A4,r,r,r,G4,E4,G3,r,r
986.0,206.6498,139,3.0,r,r,r,r,r,r,r,C3,B-4,r,r,r,G4,E4,G3,r,r
987.0,206.835,140,1.0,r,r,r,r,r,r,r,F2,A4,r,r,r,C5,A4,C4,r,r
988.0,207.0202,140,2.0,r,r,r,r,r,r,r,F2,B-4,r,r,r,A4,F4,A3,r,r
989.0,207.2054,140,3.0,r,r,r,r,r,r,r,F2,C5,r,r,r,A4,F4,A3,r,r
990.0,207.3906,141,1.0,r,r,r,r,r,r,r,C3,C5,r,r,r,C5,A4,C4,r,r
991.0,207.5758,141,2.0,r,r,r,r,r,r,r,C3,C5,r,r,r,A4,F4,A3,r,r
992.0,207.7609,141,3.0,r,r,r,r,r,r,r,C3,C5,r,r,r,A4,F4,A3,r,r
993.0,207.9461,142,1.0,r,r,r,r,r,r,r,F3,C5,r,r,r,C5,A4,C4,r,r
994.0,208.1313,142,2.0,r,r,A5,r,r,r,r,F3,C5,r,r,r,A4,F4,A3,r,r
995.0,208.3165,142,3.0,r,r,C6,r,r,r,r,F3,C5,r,r,r,A4,F4,A3,r,r
996.0,208.5017,143,1.0,r,r,C6,r,r,r,r,F3,C5,r,r,r,C5,A4,C4,r,r
997.0,208.6869,143,2.0,r,r,A5,r,r,r,r,F3,C5,r,r,r,A4,F4,A3,r,r
998.0,208.8721,143,3.0,r,r,F5,r,r,r,r,F3,C5,r,r,r,A4,F4,A3,r,r
999.0,209.0572,144,1.0,r,r,G5,r,r,r,r,C3,C5,r,r,r,C5,B-4,C4,r,r
1000.0,209.2424,144,2.0,r,r,C5,r,G5,r,r,C3,C5,r,r,r,E4,C4,E3,r,r
1001.0,209.4276,144,3.0,r,r,G5,r,B-5,r,r,C3,C5,r,r,r,E4,C4,E3,r,r
1002.0,209.6128,145,1.0,r,r,G5,r,B-5,r,r,C3,C5,r,r,r,C5,B-4,C4,r,r
1003.0,209.798,145,2.0,r,r,F5,r,G5,r,r,C3,C5,r,r,r,G4,E4,G3,r,r
1004.0,209.9832,145,3.0,r,r,G5,r,C5,r,r,C3,C5,r,r,r,G4,E4,G3,r,r
1005.0,210.1684,146,1.0,r,r,A5,r,F5,r,r,F2,C5,r,r,r,C5,A4,A3,r,r
1006.0,210.3535,146,2.0,r,r,r,r,r,r,r,F2,A4,r,r,r,A4,F4,F3,r,r
1007.0,210.5387,146,3.0,r,r,r,r,r,r,r,F2,B-4,r,r,r,A4,F4,F3,r,r
1008.0,210.7239,147,1.0,r,r,r,r,r,r,r,F2,C5,r,r,r,C5,A4,A3,r,r
1009.0,210.9091,147,2.0,r,r,r,r,r,r,r,F2,B-4,r,r,r,A4,F4,F3,r,r
1010.0,211.0943,147,3.0,r,r,r,r,r,r,r,F2,A4,r,r,r,A4,F4,F3,r,r
1011.0,211.2795,148,1.0,r,r,r,r,r,r,r,F2,G4,r,r,r,C5,B-4,G3,r,r
1012.0,211.4646,148,2.0,r,r,r,r,r,r,r,F2,G4,r,r,r,G4,C4,E3,r,r
1013.0,211.6498,148,3.0,r,r,r,r,r,r,r,F2,A4,r,r,r,G4,C4,E3,r,r
1014.0,211.835,149,1.0,r,r,r,r,r,r,r,F2,B-4,r,r,r,C5,B-4,G3,r,r
1015.0,212.0202,149,2.0,r,r,r,r,r,r,r,F2,G4,r,r,r,G4,C4,E3,r,r
1016.0,212.2054,149,3.0,r,r,r,r,r,r,r,F2,A4,r,r,r,G4,C4,E3,r,r
1017.0,212.3906,150,1.0,r,r,r,r,r,r,r,F2,F4,r,r,r,C5,A4,A3,r,F1
1018.0,212.5758,150,2.0,r,r,A5,r,F5,r,r,F2,A4,r,r,r,A4,F4,F3,r,F1
1019.0,212.7609,150,3.0,r,r,B-5,r,G5,r,r,F2,B-4,r,r,r,A4,F4,F3,r,F1
1020.0,212.9461,151,1.0,r,r,C6,r,A5,r,r,F2,C5,r,r,r,C5,A4,A3,r,F1
1021.0,213.1313,151,2.0,r,r,B-5,r,G5,r,r,F2,B-4,r,r,r,A4,F4,F3,r,F1
1022.0,213.3165,151,3.0,r,r,A5,r,F5,r,r,F2,A4,r,r,r,A4,F4,F3,r,F1
1023.0,213.5017,152,1.0,r,r,G5,r,E5,r,r,F2,G4,r,r,r,C5,B-4,G3,r,F1
1024.0,213.6869,152,2.0,r,r,G5,r,E5,r,r,F2,G4,r,r,r,G4,C4,E3,r,F1
1025.0,213.8721,152,3.0,r,r,A5,r,F5,r,r,F2,A4,r,r,r,G4,C4,E3,r,F1
1026.0,214.0572,153,1.0,r,r,B-5,r,G5,r,r,F2,B-4,C3,r,r,C5,B-4,G3,r,F1
1027.0,214.2424,153,2.0,r,r,G5,r,B-4,r,r,F2,G4,C3,r,r,G4,C4,E3,r,F1
1028.0,214.4276,153,3.0,r,r,A5,r,C5,r,r,F2,A4,C3,r,r,G4,C4,E3,r,F1
1029.0,214.6128,154,1.0,r,r,F5,r,A4,r,r,F2,F4,C3,r,r,F5,F4,F4,F3,F1
1031.0,214.9832,154,3.0,r,r,r,r,r,r,r,F2,r,C3,r,r,F5,F4,B-4,B-3,F1
1032.0,215.1684,155,1.0,r,r,A5,r,F5,r,C4,F2,A4,C3,r,r,F5,F4,C5,C4,F1
1033.0,215.3535,155,2.0,r,r,C6,r,A5,r,C4,F2,C5,C3,r,r,F5,F4,A4,A3,F1
1034.0,215.5387,155,3.0,r,r,B-5,r,G5,r,C4,F2,B-4,C3,r,r,F5,F4,B-4,B-3,F1
1035.0,215.7239,156,1.0,r,r,r,r,r,r,C4,F2,r,C3,r,r,E5,E4,G4,G3,F1
1037.0,216.0943,156,3.0,r,r,r,r,r,r,C4,F2,r,C3,r,r,E5,E4,A4,A3,F1
1038.0,216.2795,157,1.0,r,r,G5,r,E5,r,C4,F2,G4,C3,r,r,E5,E4,B-4,B-3,F1
1039.0,216.4646,157,2.0,r,r,B-5,r,G5,r,C4,F2,B-4,C3,r,r,E5,E4,G4,G3,F1
1040.0,216.6498,157,3.0,r,r,A5,r,F5,r,C4,F2,A4,C3,r,r,E5,E4,A4,A3,F1
1041.0,216.835,158,1.0,r,r,F5,r,F5,r,C4,F2,F4,C3,r,r,F5,F4,F4,F2,F1
1043.0,217.2054,158,3.0,r,r,F5,r,F5,r,C4,B-2,F4,C3,r,r,F5,F4,B-3,B-2,B-1
1044.0,217.3906,159,1.0,r,r,C6,r,A5,r,C4,C3,C5,C3,r,r,F5,F4,C4,C3,C2
1045.0,217.5758,159,2.0,r,r,C6,r,C6,r,C4,A2,C5,C3,r,r,F5,F4,A3,A2,A1
1046.0,217.7609,159,3.0,r,r,C6,r,B-5,r,C4,B-2,C5,C3,r,r,F5,F4,B-3,B-2,B-1
1047.0,217.9461,160,1.0,r,r,C6,r,r,r,C4,G2,C5,C3,r,r,E5,E4,G3,G2,G1
1049.0,218.3165,160,3.0,r,r,C6,r,r,r,C4,A2,C5,C3,r,r,E5,E4,A3,A2,A1
1050.0,218.5017,161,1.0,r,r,C6,r,G5,r,C4,B-2,C5,C3,r,r,E5,E4,B-3,B-2,B-1
1051.0,218.6869,161,2.0,r,r,C6,r,B-5,r,C4,G2,C5,C3,r,r,E5,E4,G3,G2,G1
1052.0,218.8721,161,3.0,r,r,C6,r,A5,r,C4,A2,C5,C3,r,r,E5,E4,A3,A2,A1
1053.0,219.0572,162,1.0,r,r,F5,r,F5,r,F3,F2,F4,F3,r,r,F5,F4,F3,F2,F1
1055.0,219.8906,162,3.0,r,r,r,r,r,r,B-2,B-2,r,r,r,r,r,r,r,B-2,B-1
1056.0,220.3072,163,1.0,r,r,r,r,r,r,C3,C3,r,r,r,r,r,r,r,C3,C2
1057.0,220.7239,163,2.0,r,r,r,r,r,r,A2,A2,r,r,r,r,r,r,r,A2,A1
1058.0,221.1406,163,3.0,r,r,r,r,r,r,B-2,B-2,r,r,r,r,r,r,r,B-2,B-1
1059.0,221.5572,164,1.0,r,r,r,r,r,r,B-2,B-2,r,r,r,r,r,r,r,B-2,B-1
1060.0,221.9739,164,2.0,r,r,r,r,r,r,G2,G2,r,r,r,r,r,r,r,G2,G1
1061.0,222.3906,164,3.0,r,r,r,r,r,r,A2,A2,r,r,r,r,r,r,r,A2,A1
1062.0,222.8072,165,1.0,r,r,r,r,r,r,A2,A2,r,r,r,r,r,r,r,A2,A1
1063.0,223.2239,165,2.0,r,r,r,r,r,r,F2,F2,r,r,r,r,r,r,r,F2,F1
1064.0,223.6406,165,3.0,r,r,r,r,r,r,G2,G2,r,r,r,r,r,r,r,G2,G1
1065.0,224.0572,166,1.0,r,r,F5,C5,C5,A4,C4,A3,F4,F3,r,r,F4,F4,F3,F2,F1
1065.5,224.2845,166,1.5,r,r,F5,C5,C5,A4,C4,A3,F4,F3,r,r,G4,G4,F3,F2,F1
1065.75,224.3981,166,1.75,r,r,F5,C5,C5,A4,C4,A3,F4,F3,r,r,F4,F4,F3,F2,F1
1066.0,224.5118,166,2.0,r,r,F5,C5,C5,A4,C4,A3,F4,F3,r,r,C4,C4,F3,F2,F1
1066.5,224.7391,166,2.5,r,r,F5,C5,C5,A4,C4,A3,F4,F3,r,r,D4,D4,F3,F2,F1
1066.75,224.8527,166,2.75,r,r,F5,C5,C5,A4,C4,A3,F4,F3,r,r,E4,E4,F3,F2,F1
1067.0,224.9663,167,1.0,r,r,F5,C5,C5,A4,C4,A3,F4,F3,r,r,F4,F4,F3,F2,F1
1067.5,225.1936,167,1.5,r,r,F5,C5,C5,A4,C4,A3,F4,F3,r,r,G4,G4,F3,F2,F1
1067.75,225.3072,167,1.75,r,r,F5,C5,C5,A4,C4,A3,F4,F3,r,r,F4,F4,F3,F2,F1
1068.0,225.4209,167,2.0,r,r,F5,C5,C5,A4,C4,A3,F4,F3,r,r,C4,C4,F3,F2,F1
1069.0,225.8754,168,1.0,r,r,F5,D5,D5,B-4,D4,B-3,F4,F3,r,r,B-3,B-3,B-3,B-2,B-1
1069.25,225.9891,168,1.25,r,r,F5,D5,D5,B-4,D4,B-3,F4,F3,r,r,C4,C4,B-3,B-2,B-1
1069.5,226.1027,168,1.5,r,r,F5,D5,D5,B-4,D4,B-3,F4,F3,r,r,D4,D4,B-3,B-2,B-1
1069.75,226.2163,168,1.75,r,r,F5,D5,D5,B-4,D4,B-3,F4,F3,r,r,E-4,E-4,B-3,B-2,B-1
1070.0,226.33,168,2.0,r,r,F5,D5,D5,B-4,D4,B-3,F4,F3,r,r,F4,F4,B-3,B-2,B-1
